drug_name	drug_type	logFC_TVsS	direction
METFORMIN	Small molecule	-1.931	down
METFORMIN	Small molecule	-1.931	down
METFORMIN	Small molecule	-1.931	down
METFORMIN	Small molecule	-1.931	down
METFORMIN	Small molecule	-1.931	down
METFORMIN	Small molecule	-1.931	down
METFORMIN	Small molecule	-1.931	down
METFORMIN	Small molecule	-1.931	down
METFORMIN	Small molecule	-1.931	down
METFORMIN	Small molecule	-1.931	down
METFORMIN	Small molecule	-1.931	down
METFORMIN HYDROCHLORIDE	Small molecule	-1.931	down
METFORMIN HYDROCHLORIDE	Small molecule	-1.931	down
METFORMIN HYDROCHLORIDE	Small molecule	-1.931	down
METFORMIN HYDROCHLORIDE	Small molecule	-1.931	down
METFORMIN HYDROCHLORIDE	Small molecule	-1.931	down
METFORMIN HYDROCHLORIDE	Small molecule	-1.931	down
METFORMIN HYDROCHLORIDE	Small molecule	-1.931	down
METFORMIN HYDROCHLORIDE	Small molecule	-1.931	down
METFORMIN HYDROCHLORIDE	Small molecule	-1.931	down
METFORMIN HYDROCHLORIDE	Small molecule	-1.931	down
METFORMIN HYDROCHLORIDE	Small molecule	-1.931	down
METFORMIN HYDROCHLORIDE	Small molecule	-1.931	down
METFORMIN HYDROCHLORIDE	Small molecule	-1.931	down
METFORMIN HYDROCHLORIDE	Small molecule	-1.931	down
METFORMIN HYDROCHLORIDE	Small molecule	-1.931	down
METFORMIN HYDROCHLORIDE	Small molecule	-1.931	down
METFORMIN HYDROCHLORIDE	Small molecule	-1.931	down
METFORMIN HYDROCHLORIDE	Small molecule	-1.931	down
METFORMIN HYDROCHLORIDE	Small molecule	-1.931	down
METFORMIN HYDROCHLORIDE	Small molecule	-1.931	down
METFORMIN HYDROCHLORIDE	Small molecule	-1.931	down
METFORMIN HYDROCHLORIDE	Small molecule	-1.931	down
METFORMIN HYDROCHLORIDE	Small molecule	-1.931	down
METFORMIN HYDROCHLORIDE	Small molecule	-1.931	down
METFORMIN HYDROCHLORIDE	Small molecule	-1.931	down
METFORMIN HYDROCHLORIDE	Small molecule	-1.931	down
METFORMIN HYDROCHLORIDE	Small molecule	-1.931	down
METFORMIN HYDROCHLORIDE	Small molecule	-1.931	down
METFORMIN HYDROCHLORIDE	Small molecule	-1.931	down
METFORMIN HYDROCHLORIDE	Small molecule	-1.931	down
METFORMIN HYDROCHLORIDE	Small molecule	-1.931	down
METFORMIN HYDROCHLORIDE	Small molecule	-1.931	down
METFORMIN HYDROCHLORIDE	Small molecule	-1.931	down
METFORMIN HYDROCHLORIDE	Small molecule	-1.931	down
METFORMIN HYDROCHLORIDE	Small molecule	-1.931	down
METFORMIN HYDROCHLORIDE	Small molecule	-1.931	down
METFORMIN HYDROCHLORIDE	Small molecule	-1.931	down
METFORMIN HYDROCHLORIDE	Small molecule	-1.931	down
METFORMIN HYDROCHLORIDE	Small molecule	-1.931	down
METFORMIN HYDROCHLORIDE	Small molecule	-1.931	down
METFORMIN HYDROCHLORIDE	Small molecule	-1.931	down
METFORMIN HYDROCHLORIDE	Small molecule	-1.931	down
ME-344	Small molecule	-1.931	down
ME-344	Small molecule	-1.931	down
ME-344	Small molecule	-1.931	down
ME-344	Small molecule	-1.931	down
CUSTIRSEN SODIUM	Oligonucleotide	-1.93	down
CUSTIRSEN SODIUM	Oligonucleotide	-1.93	down
CUSTIRSEN SODIUM	Oligonucleotide	-1.93	down
CUSTIRSEN	Oligonucleotide	-1.93	down
CUSTIRSEN	Oligonucleotide	-1.93	down
CUSTIRSEN	Oligonucleotide	-1.93	down
CUSTIRSEN	Oligonucleotide	-1.93	down
CUSTIRSEN	Oligonucleotide	-1.93	down
CUSTIRSEN	Oligonucleotide	-1.93	down
REBIMASTAT	Small molecule	1.907	up
REBIMASTAT	Small molecule	1.907	up
REBIMASTAT	Small molecule	1.907	up
REBIMASTAT	Small molecule	1.907	up
REBIMASTAT	Small molecule	1.907	up
REBIMASTAT	Small molecule	1.907	up
REBIMASTAT	Small molecule	1.907	up
MARIMASTAT	Small molecule	1.907	up
MARIMASTAT	Small molecule	1.907	up
MARIMASTAT	Small molecule	1.907	up
MARIMASTAT	Small molecule	1.907	up
MARIMASTAT	Small molecule	1.907	up
CTS-1027	Small molecule	1.907	up
CTS-1027	Small molecule	1.907	up
APX-3330	Small molecule	1.894	up
APX-3330	Small molecule	1.894	up
APX-3330	Small molecule	1.894	up
APX-3330	Small molecule	1.894	up
TECHNETIUM TC 99M SUCCIMER	Small molecule	-1.886	down
PHENELZINE	Small molecule	-1.879	down
PHENELZINE	Small molecule	-1.879	down
NIALAMIDE	Small molecule	-1.879	down
NIALAMIDE	Small molecule	-1.879	down
TRANYLCYPROMINE SULFATE	Small molecule	-1.879	down
TRANYLCYPROMINE SULFATE	Small molecule	-1.879	down
TRANYLCYPROMINE SULFATE	Small molecule	-1.879	down
PARGYLINE	Small molecule	-1.879	down
PARGYLINE	Small molecule	-1.879	down
PARGYLINE	Small molecule	-1.879	down
MINAPRINE HYDROCHLORIDE	Small molecule	-1.879	down
TRANYLCYPROMINE	Small molecule	-1.879	down
TRANYLCYPROMINE	Small molecule	-1.879	down
TRANYLCYPROMINE	Small molecule	-1.879	down
MINAPRINE	Small molecule	-1.879	down
MINAPRINE	Small molecule	-1.879	down
MINAPRINE	Small molecule	-1.879	down
PHENELZINE	Small molecule	-1.879	down
MOCLOBEMIDE	Small molecule	-1.879	down
MOCLOBEMIDE	Small molecule	-1.879	down
MOCLOBEMIDE	Small molecule	-1.879	down
MEBANAZINE	Small molecule	-1.879	down
IPRONIAZID	Small molecule	-1.879	down
PROXIBARBAL	Small molecule	-1.879	down
PHENELZINE SULFATE	Small molecule	-1.879	down
PHENELZINE SULFATE	Small molecule	-1.879	down
PHENOXYPROPAZINE	Small molecule	-1.879	down
ISOCARBOXAZID	Small molecule	-1.879	down
ISOCARBOXAZID	Small molecule	-1.879	down
ISOCARBOXAZID	Small molecule	-1.879	down
ISOCARBOXAZID	Small molecule	-1.879	down
TOLOXATONE	Small molecule	-1.879	down
MOCLOBEMIDE	Small molecule	-1.879	down
MOCLOBEMIDE	Small molecule	-1.879	down
INDANTADOL	Unknown	-1.879	down
INDANTADOL	Unknown	-1.879	down
IXAZOMIB CITRATE	Small molecule	1.863	up
IXAZOMIB CITRATE	Small molecule	1.863	up
IXAZOMIB CITRATE	Small molecule	1.863	up
IXAZOMIB CITRATE	Small molecule	1.863	up
IXAZOMIB CITRATE	Small molecule	1.863	up
IXAZOMIB CITRATE	Small molecule	1.863	up
IXAZOMIB CITRATE	Small molecule	1.863	up
IXAZOMIB CITRATE	Small molecule	1.863	up
IXAZOMIB CITRATE	Small molecule	1.863	up
IXAZOMIB CITRATE	Small molecule	1.863	up
CARFILZOMIB	Protein	1.863	up
CARFILZOMIB	Protein	1.863	up
CARFILZOMIB	Protein	1.863	up
CARFILZOMIB	Protein	1.863	up
CARFILZOMIB	Protein	1.863	up
CARFILZOMIB	Protein	1.863	up
CARFILZOMIB	Protein	1.863	up
CARFILZOMIB	Protein	1.863	up
CARFILZOMIB	Protein	1.863	up
CARFILZOMIB	Protein	1.863	up
CARFILZOMIB	Protein	1.863	up
CARFILZOMIB	Protein	1.863	up
CARFILZOMIB	Protein	1.863	up
CARFILZOMIB	Protein	1.863	up
CARFILZOMIB	Protein	1.863	up
IXAZOMIB	Small molecule	1.863	up
IXAZOMIB	Small molecule	1.863	up
IXAZOMIB	Small molecule	1.863	up
IXAZOMIB	Small molecule	1.863	up
IXAZOMIB	Small molecule	1.863	up
IXAZOMIB	Small molecule	1.863	up
IXAZOMIB	Small molecule	1.863	up
IXAZOMIB	Small molecule	1.863	up
IXAZOMIB	Small molecule	1.863	up
IXAZOMIB	Small molecule	1.863	up
IXAZOMIB	Small molecule	1.863	up
IXAZOMIB	Small molecule	1.863	up
IXAZOMIB	Small molecule	1.863	up
IXAZOMIB	Small molecule	1.863	up
IXAZOMIB	Small molecule	1.863	up
IXAZOMIB	Small molecule	1.863	up
IXAZOMIB	Small molecule	1.863	up
IXAZOMIB	Small molecule	1.863	up
IXAZOMIB	Small molecule	1.863	up
BORTEZOMIB D-MANNITOL	Small molecule	1.863	up
BORTEZOMIB D-MANNITOL	Small molecule	1.863	up
BORTEZOMIB D-MANNITOL	Small molecule	1.863	up
BORTEZOMIB D-MANNITOL	Small molecule	1.863	up
BORTEZOMIB D-MANNITOL	Small molecule	1.863	up
BORTEZOMIB D-MANNITOL	Small molecule	1.863	up
BORTEZOMIB D-MANNITOL	Small molecule	1.863	up
BORTEZOMIB D-MANNITOL	Small molecule	1.863	up
BORTEZOMIB D-MANNITOL	Small molecule	1.863	up
BORTEZOMIB D-MANNITOL	Small molecule	1.863	up
BORTEZOMIB D-MANNITOL	Small molecule	1.863	up
BORTEZOMIB D-MANNITOL	Small molecule	1.863	up
BORTEZOMIB D-MANNITOL	Small molecule	1.863	up
BORTEZOMIB D-MANNITOL	Small molecule	1.863	up
BORTEZOMIB D-MANNITOL	Small molecule	1.863	up
BORTEZOMIB D-MANNITOL	Small molecule	1.863	up
MARIZOMIB	Small molecule	1.863	up
MARIZOMIB	Small molecule	1.863	up
MARIZOMIB	Small molecule	1.863	up
MARIZOMIB	Small molecule	1.863	up
MARIZOMIB	Small molecule	1.863	up
MARIZOMIB	Small molecule	1.863	up
MARIZOMIB	Small molecule	1.863	up
MARIZOMIB	Small molecule	1.863	up
MARIZOMIB	Small molecule	1.863	up
OPROZOMIB	Small molecule	1.863	up
OPROZOMIB	Small molecule	1.863	up
OPROZOMIB	Small molecule	1.863	up
OPROZOMIB	Small molecule	1.863	up
OPROZOMIB	Small molecule	1.863	up
ENFORTUMAB VEDOTIN	Antibody drug conjugate	1.859	up
ENFORTUMAB VEDOTIN	Antibody drug conjugate	1.859	up
ENFORTUMAB VEDOTIN	Antibody drug conjugate	1.859	up
ENFORTUMAB VEDOTIN	Antibody drug conjugate	1.859	up
ENFORTUMAB VEDOTIN	Antibody drug conjugate	1.859	up
ENFORTUMAB VEDOTIN	Antibody drug conjugate	1.859	up
ENFORTUMAB VEDOTIN	Antibody drug conjugate	1.859	up
ENFORTUMAB VEDOTIN	Antibody drug conjugate	1.859	up
ENFORTUMAB VEDOTIN	Antibody drug conjugate	1.859	up
ENFORTUMAB VEDOTIN	Antibody drug conjugate	1.859	up
ENFORTUMAB VEDOTIN	Antibody drug conjugate	1.859	up
METFORMIN	Small molecule	-1.846	down
METFORMIN	Small molecule	-1.846	down
METFORMIN	Small molecule	-1.846	down
METFORMIN	Small molecule	-1.846	down
METFORMIN	Small molecule	-1.846	down
METFORMIN	Small molecule	-1.846	down
METFORMIN	Small molecule	-1.846	down
METFORMIN	Small molecule	-1.846	down
METFORMIN	Small molecule	-1.846	down
METFORMIN	Small molecule	-1.846	down
METFORMIN	Small molecule	-1.846	down
METFORMIN	Small molecule	-1.846	down
METFORMIN	Small molecule	-1.846	down
METFORMIN	Small molecule	-1.846	down
METFORMIN	Small molecule	-1.846	down
METFORMIN	Small molecule	-1.846	down
METFORMIN	Small molecule	-1.846	down
METFORMIN	Small molecule	-1.846	down
METFORMIN	Small molecule	-1.846	down
METFORMIN	Small molecule	-1.846	down
METFORMIN	Small molecule	-1.846	down
METFORMIN	Small molecule	-1.846	down
METFORMIN	Small molecule	-1.846	down
METFORMIN	Small molecule	-1.846	down
METFORMIN	Small molecule	-1.846	down
METFORMIN	Small molecule	-1.846	down
METFORMIN	Small molecule	-1.846	down
METFORMIN	Small molecule	-1.846	down
METFORMIN	Small molecule	-1.846	down
METFORMIN	Small molecule	-1.846	down
METFORMIN	Small molecule	-1.846	down
METFORMIN	Small molecule	-1.846	down
METFORMIN	Small molecule	-1.846	down
METFORMIN	Small molecule	-1.846	down
METFORMIN	Small molecule	-1.846	down
METFORMIN	Small molecule	-1.846	down
METFORMIN	Small molecule	-1.846	down
METFORMIN	Small molecule	-1.846	down
METFORMIN	Small molecule	-1.846	down
METFORMIN	Small molecule	-1.846	down
METFORMIN	Small molecule	-1.846	down
METFORMIN	Small molecule	-1.846	down
METFORMIN	Small molecule	-1.846	down
METFORMIN	Small molecule	-1.846	down
METFORMIN	Small molecule	-1.846	down
METFORMIN	Small molecule	-1.846	down
METFORMIN	Small molecule	-1.846	down
METFORMIN	Small molecule	-1.846	down
METFORMIN	Small molecule	-1.846	down
METFORMIN	Small molecule	-1.846	down
METFORMIN	Small molecule	-1.846	down
METFORMIN	Small molecule	-1.846	down
METFORMIN	Small molecule	-1.846	down
METFORMIN	Small molecule	-1.846	down
METFORMIN	Small molecule	-1.846	down
METFORMIN	Small molecule	-1.846	down
METFORMIN	Small molecule	-1.846	down
METFORMIN	Small molecule	-1.846	down
METFORMIN	Small molecule	-1.846	down
METFORMIN	Small molecule	-1.846	down
METFORMIN	Small molecule	-1.846	down
METFORMIN	Small molecule	-1.846	down
METFORMIN	Small molecule	-1.846	down
METFORMIN	Small molecule	-1.846	down
METFORMIN	Small molecule	-1.846	down
METFORMIN	Small molecule	-1.846	down
METFORMIN	Small molecule	-1.846	down
METFORMIN	Small molecule	-1.846	down
METFORMIN	Small molecule	-1.846	down
METFORMIN	Small molecule	-1.846	down
METFORMIN	Small molecule	-1.846	down
METFORMIN	Small molecule	-1.846	down
METFORMIN	Small molecule	-1.846	down
METFORMIN	Small molecule	-1.846	down
METFORMIN	Small molecule	-1.846	down
METFORMIN	Small molecule	-1.846	down
METFORMIN	Small molecule	-1.846	down
METFORMIN	Small molecule	-1.846	down
METFORMIN	Small molecule	-1.846	down
METFORMIN	Small molecule	-1.846	down
METFORMIN	Small molecule	-1.846	down
METFORMIN	Small molecule	-1.846	down
METFORMIN	Small molecule	-1.846	down
METFORMIN	Small molecule	-1.846	down
METFORMIN	Small molecule	-1.846	down
METFORMIN	Small molecule	-1.846	down
METFORMIN	Small molecule	-1.846	down
METFORMIN	Small molecule	-1.846	down
METFORMIN	Small molecule	-1.846	down
METFORMIN	Small molecule	-1.846	down
METFORMIN	Small molecule	-1.846	down
METFORMIN	Small molecule	-1.846	down
METFORMIN	Small molecule	-1.846	down
METFORMIN	Small molecule	-1.846	down
METFORMIN	Small molecule	-1.846	down
METFORMIN	Small molecule	-1.846	down
METFORMIN	Small molecule	-1.846	down
METFORMIN	Small molecule	-1.846	down
METFORMIN	Small molecule	-1.846	down
METFORMIN	Small molecule	-1.846	down
METFORMIN	Small molecule	-1.846	down
METFORMIN	Small molecule	-1.846	down
METFORMIN	Small molecule	-1.846	down
METFORMIN	Small molecule	-1.846	down
METFORMIN	Small molecule	-1.846	down
METFORMIN	Small molecule	-1.846	down
METFORMIN	Small molecule	-1.846	down
METFORMIN	Small molecule	-1.846	down
METFORMIN	Small molecule	-1.846	down
METFORMIN	Small molecule	-1.846	down
METFORMIN	Small molecule	-1.846	down
METFORMIN	Small molecule	-1.846	down
METFORMIN	Small molecule	-1.846	down
METFORMIN	Small molecule	-1.846	down
METFORMIN	Small molecule	-1.846	down
METFORMIN	Small molecule	-1.846	down
METFORMIN	Small molecule	-1.846	down
METFORMIN	Small molecule	-1.846	down
METFORMIN	Small molecule	-1.846	down
METFORMIN	Small molecule	-1.846	down
METFORMIN	Small molecule	-1.846	down
METFORMIN	Small molecule	-1.846	down
METFORMIN	Small molecule	-1.846	down
METFORMIN	Small molecule	-1.846	down
METFORMIN	Small molecule	-1.846	down
METFORMIN	Small molecule	-1.846	down
METFORMIN	Small molecule	-1.846	down
METFORMIN	Small molecule	-1.846	down
METFORMIN	Small molecule	-1.846	down
METFORMIN	Small molecule	-1.846	down
METFORMIN	Small molecule	-1.846	down
METFORMIN	Small molecule	-1.846	down
METFORMIN	Small molecule	-1.846	down
METFORMIN	Small molecule	-1.846	down
METFORMIN	Small molecule	-1.846	down
METFORMIN	Small molecule	-1.846	down
METFORMIN	Small molecule	-1.846	down
METFORMIN	Small molecule	-1.846	down
METFORMIN	Small molecule	-1.846	down
METFORMIN	Small molecule	-1.846	down
METFORMIN	Small molecule	-1.846	down
METFORMIN	Small molecule	-1.846	down
METFORMIN	Small molecule	-1.846	down
METFORMIN	Small molecule	-1.846	down
METFORMIN	Small molecule	-1.846	down
METFORMIN	Small molecule	-1.846	down
METFORMIN HYDROCHLORIDE	Small molecule	-1.846	down
METFORMIN HYDROCHLORIDE	Small molecule	-1.846	down
METFORMIN HYDROCHLORIDE	Small molecule	-1.846	down
METFORMIN HYDROCHLORIDE	Small molecule	-1.846	down
METFORMIN HYDROCHLORIDE	Small molecule	-1.846	down
METFORMIN HYDROCHLORIDE	Small molecule	-1.846	down
METFORMIN HYDROCHLORIDE	Small molecule	-1.846	down
METFORMIN HYDROCHLORIDE	Small molecule	-1.846	down
METFORMIN HYDROCHLORIDE	Small molecule	-1.846	down
METFORMIN HYDROCHLORIDE	Small molecule	-1.846	down
METFORMIN HYDROCHLORIDE	Small molecule	-1.846	down
METFORMIN HYDROCHLORIDE	Small molecule	-1.846	down
METFORMIN HYDROCHLORIDE	Small molecule	-1.846	down
METFORMIN HYDROCHLORIDE	Small molecule	-1.846	down
METFORMIN HYDROCHLORIDE	Small molecule	-1.846	down
METFORMIN HYDROCHLORIDE	Small molecule	-1.846	down
METFORMIN HYDROCHLORIDE	Small molecule	-1.846	down
METFORMIN HYDROCHLORIDE	Small molecule	-1.846	down
METFORMIN HYDROCHLORIDE	Small molecule	-1.846	down
METFORMIN HYDROCHLORIDE	Small molecule	-1.846	down
METFORMIN HYDROCHLORIDE	Small molecule	-1.846	down
METFORMIN HYDROCHLORIDE	Small molecule	-1.846	down
METFORMIN HYDROCHLORIDE	Small molecule	-1.846	down
METFORMIN HYDROCHLORIDE	Small molecule	-1.846	down
METFORMIN HYDROCHLORIDE	Small molecule	-1.846	down
METFORMIN HYDROCHLORIDE	Small molecule	-1.846	down
METFORMIN HYDROCHLORIDE	Small molecule	-1.846	down
METFORMIN HYDROCHLORIDE	Small molecule	-1.846	down
METFORMIN HYDROCHLORIDE	Small molecule	-1.846	down
METFORMIN HYDROCHLORIDE	Small molecule	-1.846	down
METFORMIN HYDROCHLORIDE	Small molecule	-1.846	down
METFORMIN HYDROCHLORIDE	Small molecule	-1.846	down
METFORMIN HYDROCHLORIDE	Small molecule	-1.846	down
METFORMIN HYDROCHLORIDE	Small molecule	-1.846	down
METFORMIN HYDROCHLORIDE	Small molecule	-1.846	down
METFORMIN HYDROCHLORIDE	Small molecule	-1.846	down
METFORMIN HYDROCHLORIDE	Small molecule	-1.846	down
METFORMIN HYDROCHLORIDE	Small molecule	-1.846	down
METFORMIN HYDROCHLORIDE	Small molecule	-1.846	down
METFORMIN HYDROCHLORIDE	Small molecule	-1.846	down
METFORMIN HYDROCHLORIDE	Small molecule	-1.846	down
METFORMIN HYDROCHLORIDE	Small molecule	-1.846	down
ME-344	Small molecule	-1.846	down
ME-344	Small molecule	-1.846	down
ME-344	Small molecule	-1.846	down
ME-344	Small molecule	-1.846	down
METFORMIN	Small molecule	-1.829	down
METFORMIN	Small molecule	-1.829	down
METFORMIN	Small molecule	-1.829	down
METFORMIN	Small molecule	-1.829	down
METFORMIN	Small molecule	-1.829	down
METFORMIN	Small molecule	-1.829	down
METFORMIN	Small molecule	-1.829	down
METFORMIN	Small molecule	-1.829	down
METFORMIN	Small molecule	-1.829	down
METFORMIN	Small molecule	-1.829	down
METFORMIN	Small molecule	-1.829	down
METFORMIN	Small molecule	-1.829	down
METFORMIN	Small molecule	-1.829	down
METFORMIN	Small molecule	-1.829	down
METFORMIN	Small molecule	-1.829	down
METFORMIN	Small molecule	-1.829	down
METFORMIN	Small molecule	-1.829	down
METFORMIN	Small molecule	-1.829	down
METFORMIN	Small molecule	-1.829	down
METFORMIN	Small molecule	-1.829	down
METFORMIN	Small molecule	-1.829	down
METFORMIN	Small molecule	-1.829	down
METFORMIN	Small molecule	-1.829	down
METFORMIN	Small molecule	-1.829	down
METFORMIN	Small molecule	-1.829	down
METFORMIN	Small molecule	-1.829	down
METFORMIN	Small molecule	-1.829	down
METFORMIN	Small molecule	-1.829	down
METFORMIN	Small molecule	-1.829	down
METFORMIN	Small molecule	-1.829	down
METFORMIN	Small molecule	-1.829	down
METFORMIN	Small molecule	-1.829	down
METFORMIN	Small molecule	-1.829	down
METFORMIN	Small molecule	-1.829	down
METFORMIN	Small molecule	-1.829	down
METFORMIN	Small molecule	-1.829	down
METFORMIN	Small molecule	-1.829	down
METFORMIN	Small molecule	-1.829	down
METFORMIN	Small molecule	-1.829	down
METFORMIN	Small molecule	-1.829	down
METFORMIN	Small molecule	-1.829	down
METFORMIN	Small molecule	-1.829	down
METFORMIN	Small molecule	-1.829	down
METFORMIN	Small molecule	-1.829	down
METFORMIN	Small molecule	-1.829	down
METFORMIN	Small molecule	-1.829	down
METFORMIN	Small molecule	-1.829	down
METFORMIN	Small molecule	-1.829	down
METFORMIN	Small molecule	-1.829	down
METFORMIN	Small molecule	-1.829	down
METFORMIN	Small molecule	-1.829	down
METFORMIN	Small molecule	-1.829	down
METFORMIN	Small molecule	-1.829	down
METFORMIN	Small molecule	-1.829	down
METFORMIN	Small molecule	-1.829	down
METFORMIN	Small molecule	-1.829	down
METFORMIN	Small molecule	-1.829	down
METFORMIN	Small molecule	-1.829	down
METFORMIN	Small molecule	-1.829	down
METFORMIN	Small molecule	-1.829	down
METFORMIN	Small molecule	-1.829	down
METFORMIN	Small molecule	-1.829	down
METFORMIN	Small molecule	-1.829	down
METFORMIN	Small molecule	-1.829	down
METFORMIN	Small molecule	-1.829	down
METFORMIN	Small molecule	-1.829	down
METFORMIN	Small molecule	-1.829	down
METFORMIN	Small molecule	-1.829	down
METFORMIN	Small molecule	-1.829	down
METFORMIN	Small molecule	-1.829	down
METFORMIN	Small molecule	-1.829	down
METFORMIN	Small molecule	-1.829	down
METFORMIN	Small molecule	-1.829	down
METFORMIN	Small molecule	-1.829	down
METFORMIN	Small molecule	-1.829	down
METFORMIN	Small molecule	-1.829	down
METFORMIN	Small molecule	-1.829	down
METFORMIN	Small molecule	-1.829	down
METFORMIN	Small molecule	-1.829	down
METFORMIN	Small molecule	-1.829	down
METFORMIN	Small molecule	-1.829	down
METFORMIN	Small molecule	-1.829	down
METFORMIN	Small molecule	-1.829	down
METFORMIN	Small molecule	-1.829	down
METFORMIN	Small molecule	-1.829	down
METFORMIN	Small molecule	-1.829	down
METFORMIN	Small molecule	-1.829	down
METFORMIN	Small molecule	-1.829	down
METFORMIN	Small molecule	-1.829	down
METFORMIN	Small molecule	-1.829	down
METFORMIN	Small molecule	-1.829	down
METFORMIN	Small molecule	-1.829	down
METFORMIN	Small molecule	-1.829	down
METFORMIN	Small molecule	-1.829	down
METFORMIN	Small molecule	-1.829	down
METFORMIN	Small molecule	-1.829	down
METFORMIN	Small molecule	-1.829	down
METFORMIN	Small molecule	-1.829	down
METFORMIN	Small molecule	-1.829	down
METFORMIN	Small molecule	-1.829	down
METFORMIN	Small molecule	-1.829	down
METFORMIN	Small molecule	-1.829	down
METFORMIN	Small molecule	-1.829	down
METFORMIN	Small molecule	-1.829	down
METFORMIN	Small molecule	-1.829	down
METFORMIN	Small molecule	-1.829	down
METFORMIN	Small molecule	-1.829	down
METFORMIN	Small molecule	-1.829	down
METFORMIN	Small molecule	-1.829	down
METFORMIN	Small molecule	-1.829	down
METFORMIN	Small molecule	-1.829	down
METFORMIN	Small molecule	-1.829	down
METFORMIN	Small molecule	-1.829	down
METFORMIN	Small molecule	-1.829	down
METFORMIN	Small molecule	-1.829	down
METFORMIN	Small molecule	-1.829	down
METFORMIN	Small molecule	-1.829	down
METFORMIN	Small molecule	-1.829	down
METFORMIN	Small molecule	-1.829	down
METFORMIN	Small molecule	-1.829	down
METFORMIN	Small molecule	-1.829	down
METFORMIN	Small molecule	-1.829	down
METFORMIN	Small molecule	-1.829	down
METFORMIN	Small molecule	-1.829	down
METFORMIN	Small molecule	-1.829	down
METFORMIN	Small molecule	-1.829	down
METFORMIN	Small molecule	-1.829	down
METFORMIN	Small molecule	-1.829	down
METFORMIN	Small molecule	-1.829	down
METFORMIN	Small molecule	-1.829	down
METFORMIN	Small molecule	-1.829	down
METFORMIN	Small molecule	-1.829	down
METFORMIN	Small molecule	-1.829	down
METFORMIN	Small molecule	-1.829	down
METFORMIN	Small molecule	-1.829	down
METFORMIN	Small molecule	-1.829	down
METFORMIN	Small molecule	-1.829	down
METFORMIN	Small molecule	-1.829	down
METFORMIN	Small molecule	-1.829	down
METFORMIN	Small molecule	-1.829	down
METFORMIN	Small molecule	-1.829	down
METFORMIN	Small molecule	-1.829	down
METFORMIN	Small molecule	-1.829	down
METFORMIN	Small molecule	-1.829	down
METFORMIN	Small molecule	-1.829	down
METFORMIN	Small molecule	-1.829	down
METFORMIN HYDROCHLORIDE	Small molecule	-1.829	down
METFORMIN HYDROCHLORIDE	Small molecule	-1.829	down
METFORMIN HYDROCHLORIDE	Small molecule	-1.829	down
METFORMIN HYDROCHLORIDE	Small molecule	-1.829	down
METFORMIN HYDROCHLORIDE	Small molecule	-1.829	down
METFORMIN HYDROCHLORIDE	Small molecule	-1.829	down
METFORMIN HYDROCHLORIDE	Small molecule	-1.829	down
METFORMIN HYDROCHLORIDE	Small molecule	-1.829	down
