Gen	Fármaco	Tipo interacción	Score	log2FC	FDR	Dirección DE
SLC25A4	ISOSPAGLUMIC ACID	agonist	2.748	-5.99	0	down
SLC25A4	VU0650786	modulator	2.748	-5.99	0	down
SLC25A4	LY2389575	modulator	2.748	-5.99	0	down
SLC25A4	COMPOUND 3 [PMID: 21105727]	modulator	1.374	-5.99	0	down
SLC25A4	COMPOUND 4 [PMID: 21105727]	modulator	1.374	-5.99	0	down
SLC25A4	LY395756	inhibitor	1.374	-5.99	0	down
SLC25A4	(2R,3R)-APDC	agonist	1.374	-5.99	0	down
SLC25A4	RO4491533	modulator	1.374	-5.99	0	down
SLC25A4	COMPOUND 2 [PMID: 21105727]	modulator	1.374	-5.99	0	down
SLC25A4	LY379268	agonist	0.916	-5.99	0	down
SLC25A4	(+)-MCPG	inhibitor	0.916	-5.99	0	down
SLC25A4	DCG-IV	agonist	0.687	-5.99	0	down
SLC25A4	[3H]LY341495	inhibitor	0.687	-5.99	0	down
SLC25A4	EGLUMEGAD	agonist	0.687	-5.99	0	down
SLC25A4	(1S,3R)-ACPD	agonist	0.55	-5.99	0	down
SLC25A4	CLODRONIC ACID	NA	0.5	-5.99	0	down
SLC25A4	L-CCG-I	agonist	0.458	-5.99	0	down
SLC25A4	LY341495	inhibitor	0.393	-5.99	0	down
SLC25A4	GLUTAMIC ACID	agonist	0.275	-5.99	0	down
HSPB6	AZX-100	NA	52.204	-4.923	0	down
MYL2	DANICAMTIV	activator	2.486	-4.907	0.002	down
MYL2	OMECAMTIV MECARBIL	activator	2.175	-4.907	0.002	down
MYL2	MAVACAMTEN	inhibitor	1.933	-4.907	0.002	down
FHL1	COMPOUND 15 [PMID: 24900237]	inhibitor	17.401	-4.701	0.004	down
MYL3	DANICAMTIV	activator	2.486	-4.657	0.003	down
MYL3	OMECAMTIV MECARBIL	activator	2.175	-4.657	0.003	down
MYL3	MAVACAMTEN	inhibitor	1.933	-4.657	0.003	down
MYH7	DANICAMTIV	activator	2.486	-4.573	0.004	down
MYH7	OMECAMTIV MECARBIL	activator	2.175	-4.573	0.004	down
MYH7	MAVACAMTEN	inhibitor	1.933	-4.573	0.004	down
PYGM	PSN357	NA	8.701	-4.013	0.002	down
PYGM	MIFEPRISTONE	NA	1.864	-4.013	0.002	down
PADI2	CHEMBL:CHEMBL1910971	NA	8.701	-3.859	0.003	down
PADI2	O-F-AMIDINE	NA	5.8	-3.859	0.003	down
PADI2	STREPTONIGRIN	NA	1.74	-3.859	0.003	down
ATP2A1	VANADATE	NA	5.22	-3.756	0.004	down
ATP2A1	ARTENIMOL	NA	5.22	-3.756	0.004	down
ATP2A1	PYRONARIDINE	NA	5.22	-3.756	0.004	down
ATP2A1	OZ277	NA	5.22	-3.756	0.004	down
ATP2A1	PIPERAQUINE	NA	5.22	-3.756	0.004	down
ATP2A1	THAPSIGARGIN	NA	1.305	-3.756	0.004	down
ATP2A1	MIPSAGARGIN	inhibitor	1.305	-3.756	0.004	down
ATP2A1	ARTESUNATE	NA	0.87	-3.756	0.004	down
ATP2A1	ARTEMISININ	NA	0.58	-3.756	0.004	down
ATP2A1	CELECOXIB	NA	0.156	-3.756	0.004	down
AK1	LEVODOPA	agonist	1.45	-3.617	0.006	down
ADH1B	FOMEPIZOLE	inhibitor	13.051	-3.615	0.008	down
ADH1B	ACETALDEHYDE	NA	6.961	-3.615	0.008	down
ADH1B	NITREFAZOLE	inhibitor	2.486	-3.615	0.008	down
EEF1A2	PLITIDEPSIN	inhibitor	26.102	-3.516	0.007	down
LAMB3	FENTANYL CITRATE	NA	1.74	3.444	0.001	up
LAMB3	OCRIPLASMIN	cleavage	0.687	3.444	0.001	up
GYG1	SEMAGACESTAT	NA	6.525	-3.431	0.013	down
SLC4A1	METOPROLOL	NA	4.016	-3.414	0.001	down
SLC4A1	ATENOLOL	NA	1.45	-3.414	0.001	down
TNNI3	LEVOSIMENDAN	positive modulator	1.864	-3.409	0.017	down
TNNI3	CHEMBL:CHEMBL1601846	NA	0.567	-3.409	0.017	down
TNNI3	PYROGALLOL RED	NA	0.522	-3.409	0.017	down
TNNI3	PURPUROGALLIN	NA	0.363	-3.409	0.017	down
CD36	ABT-510	NA	13.051	-3.352	0.002	down
AOC3	TIMOLUMAB	NA	26.102	-3.333	0.001	down
AOC3	VEPALIMOMAB	inhibitor	13.051	-3.333	0.001	down
AOC3	HYDRALAZINE	NA	1.305	-3.333	0.001	down
AOC3	CLONIDINE HYDROCHLORIDE	NA	1.004	-3.333	0.001	down
TNNC2	TIRASEMTIV	NA	17.401	-3.329	0.022	down
TNNC2	RELDESEMTIV	activator	11.601	-3.329	0.022	down
UQCR10	FAMOXADONE	NA	104.408	-3.289	0.003	down
ATP5F1C	ISOCHLOROGENIC ACID A	blocker	4.35	-3.251	0.001	down
ATP5F1C	FORSYTHOSIDE B	blocker	4.35	-3.251	0.001	down
ATP5F1C	KS0365	activator	4.35	-3.251	0.001	down
ATP5F1C	14-DEOXY-11,12-DIDEHYDROANDROGRAPHOLIDE	inhibitor	4.35	-3.251	0.001	down
ATP5F1C	TRPVICIN	blocker	4.35	-3.251	0.001	down
ATP5F1C	COMPOUND 74A [PMID: 27077528]	inhibitor	4.35	-3.251	0.001	down
ATP5F1C	VERBASCOSIDE	blocker	4.35	-3.251	0.001	down
ATP5F1C	ISOCHLOROGENIC ACID B	blocker	2.175	-3.251	0.001	down
ATP5F1C	CITRUSININE II	blocker	2.175	-3.251	0.001	down
ATP5F1C	ASPIRIN-TRIGGERED RESOLVIN D1	blocker	2.175	-3.251	0.001	down
ATP5F1C	OSTHOLE	blocker	1.45	-3.251	0.001	down
ATP5F1C	ISOPENTENYL PYROPHOSPHATE	blocker	1.45	-3.251	0.001	down
LAMA3	OCRIPLASMIN	cleavage	1.374	3.22	0	up
PDHA1	DEVIMISTAT	NA	6.525	-3.171	0.002	down
ACTN2	ASN04450772	agonist	4.746	-3.161	0.013	down
ACTN2	ASN04885796	agonist	4.746	-3.161	0.013	down
ACTN2	ASN04421891	agonist	4.746	-3.161	0.013	down
ACTN2	ASN06917370	agonist	4.746	-3.161	0.013	down
ACTN2	ASN02563583	agonist	4.746	-3.161	0.013	down
ACTN2	UDP-GLUCOSE	agonist	2.373	-3.161	0.013	down
ACTN2	UDP-GALACTOSE	agonist	2.373	-3.161	0.013	down
ACTN2	URIDINE-5'-DIPHOSPHATE	agonist	1.582	-3.161	0.013	down
ACTN2	LTD4	agonist	1.582	-3.161	0.013	down
ACTN2	LTC4	agonist	1.582	-3.161	0.013	down
ACTN2	ADENOSINE TRIPHOSPHATE	agonist	0.279	-3.161	0.013	down
NDUFS3	NV-128	inhibitor	0.348	-3.11	0	down
NDUFS3	ME-344	inhibitor	0.341	-3.11	0	down
NDUFS3	METFORMIN HYDROCHLORIDE	inhibitor	0.311	-3.11	0	down
SERPINE1	THROMBOLYTIC AGENT	NA	3.071	3.093	0.009	up
SERPINE1	TIPLASININ	NA	3.071	3.093	0.009	up
SERPINE1	ALEPLASININ	inhibitor	3.071	3.093	0.009	up
SERPINE1	THR-18	NA	1.535	3.093	0.009	up
SERPINE1	DIAPLASININ	NA	1.535	3.093	0.009	up
SERPINE1	DEFIBROTIDE	NA	1.024	3.093	0.009	up
SERPINE1	CETRORELIX	NA	1.024	3.093	0.009	up
SERPINE1	GLYCYRRHETINIC ACID	NA	0.512	3.093	0.009	up
SERPINE1	NORETHINDRONE ACETATE	NA	0.512	3.093	0.009	up
SERPINE1	RECOMBINANT INTERLEUKIN	NA	0.439	3.093	0.009	up
SERPINE1	TINZAPARIN SODIUM	NA	0.439	3.093	0.009	up
SERPINE1	URIDINE	NA	0.384	3.093	0.009	up
SERPINE1	RECOMBINANT MONOCYTE CHEMOATTRACTANT PROTEIN-1	NA	0.384	3.093	0.009	up
SERPINE1	ESTROGENS, CONJUGATED (USP)	NA	0.341	3.093	0.009	up
SERPINE1	ORAL CONTRACEPTIVE	NA	0.279	3.093	0.009	up
SERPINE1	BROXURIDINE	NA	0.256	3.093	0.009	up
SERPINE1	ORLISTAT	NA	0.236	3.093	0.009	up
SERPINE1	CAPTOPRIL	NA	0.236	3.093	0.009	up
SERPINE1	LEVOTHYROXINE	NA	0.192	3.093	0.009	up
SERPINE1	UROKINASE	NA	0.192	3.093	0.009	up
SERPINE1	GM-CSF	NA	0.192	3.093	0.009	up
SERPINE1	METHYLPREDNISOLONE	NA	0.171	3.093	0.009	up
SERPINE1	NIMODIPINE	NA	0.162	3.093	0.009	up
SERPINE1	ALITRETINOIN	NA	0.146	3.093	0.009	up
SERPINE1	ARSENIC TRIOXIDE	NA	0.118	3.093	0.009	up
SERPINE1	ARGIPRESSIN	NA	0.118	3.093	0.009	up
SERPINE1	FLUOXETINE HYDROCHLORIDE	NA	0.11	3.093	0.009	up
SERPINE1	RETINOIC ACID AGENT	NA	0.099	3.093	0.009	up
SERPINE1	CITALOPRAM	NA	0.088	3.093	0.009	up
SERPINE1	EPIRUBICIN	NA	0.085	3.093	0.009	up
SERPINE1	AZATHIOPRINE	NA	0.081	3.093	0.009	up
SERPINE1	HYDROCHLOROTHIAZIDE	NA	0.067	3.093	0.009	up
SERPINE1	ANTIDEPRESSANT AGENT	NA	0.059	3.093	0.009	up
SERPINE1	DEXAMETHASONE	NA	0.036	3.093	0.009	up
PTK7	COFETUZUMAB PELIDOTIN	NA	52.204	3.079	0	up
LUM	FAS LIGAND	NA	8.701	-3.078	0.004	down
NDUFB4	NV-128	inhibitor	0.348	-3.078	0.002	down
NDUFB4	ME-344	inhibitor	0.341	-3.078	0.002	down
NDUFB4	METFORMIN HYDROCHLORIDE	inhibitor	0.311	-3.078	0.002	down
NDUFB1	NV-128	inhibitor	0.348	-3.067	0.005	down
NDUFB1	ME-344	inhibitor	0.341	-3.067	0.005	down
NDUFB1	METFORMIN HYDROCHLORIDE	inhibitor	0.311	-3.067	0.005	down
COX4I1	COMPOUND 9 [PMID: 11606127]	inhibitor	52.204	-3.056	0.003	down
NDUFS2	NV-128	inhibitor	0.348	-3.051	0	down
NDUFS2	ME-344	inhibitor	0.341	-3.051	0	down
NDUFS2	METFORMIN HYDROCHLORIDE	inhibitor	0.311	-3.051	0	down
F5	ESTROGENS	NA	4.539	-3.026	0.007	down
F5	DROTRECOGIN ALFA	inhibitor	1.135	-3.026	0.007	down
F5	RLY-2608	modulator	0.567	-3.026	0.007	down
F5	RISOVALISIB	inhibitor	0.567	-3.026	0.007	down
F5	COMPOUND 17 [PMID: 38477582]	modulator	0.567	-3.026	0.007	down
F5	GILMELISIB	inhibitor	0.567	-3.026	0.007	down
F5	HS-173	inhibitor	0.567	-3.026	0.007	down
F5	PI 3-KG INHIBITOR II	inhibitor	0.284	-3.026	0.007	down
F5	AS-252424	inhibitor	0.284	-3.026	0.007	down
F5	GSK1059615	inhibitor	0.284	-3.026	0.007	down
F5	DROTRECOGIN ALFA (ACTIVATED)	inhibitor	0.284	-3.026	0.007	down
F5	COMPOUND 22 [PMID: 24754609]	inhibitor	0.284	-3.026	0.007	down
F5	QUINOSTATIN	inhibitor	0.284	-3.026	0.007	down
F5	STX-478	inhibitor	0.284	-3.026	0.007	down
F5	COMPOUND 7 [PMID: 31955578]	inhibitor	0.189	-3.026	0.007	down
F5	PF-06843195	inhibitor	0.189	-3.026	0.007	down
F5	PIK-108	modulator	0.189	-3.026	0.007	down
F5	PQR620	inhibitor	0.189	-3.026	0.007	down
F5	COMPOUND 52 [PMID: 28541707]	inhibitor	0.189	-3.026	0.007	down
F5	RV1729	inhibitor	0.189	-3.026	0.007	down
F5	LUSUTROMBOPAG	NA	0.189	-3.026	0.007	down
F5	AVATROMBOPAG	NA	0.162	-3.026	0.007	down
F5	NVP-CLR457	inhibitor	0.142	-3.026	0.007	down
F5	COMPOUND 12B [PMID: 31465220]	inhibitor	0.142	-3.026	0.007	down
F5	SELETALISIB	inhibitor	0.142	-3.026	0.007	down
F5	AZ2	inhibitor	0.142	-3.026	0.007	down
F5	ELTROMBOPAG	NA	0.142	-3.026	0.007	down
F5	AZD8154	inhibitor	0.142	-3.026	0.007	down
F5	INAVOLISIB	inhibitor	0.142	-3.026	0.007	down
F5	RV6153	inhibitor	0.142	-3.026	0.007	down
F5	COMPOUND 2Q [PMID: 30986068]	inhibitor	0.142	-3.026	0.007	down
F5	PILARALISIB	inhibitor	0.142	-3.026	0.007	down
F5	PUQUITINIB	inhibitor	0.142	-3.026	0.007	down
F5	LENIOLISIB	inhibitor	0.142	-3.026	0.007	down
F5	AMG319	inhibitor	0.142	-3.026	0.007	down
F5	COMPOUND 27 [PMID: 35834807]	inhibitor	0.142	-3.026	0.007	down
F5	AZD3458	inhibitor	0.142	-3.026	0.007	down
F5	TG-100-115	inhibitor	0.142	-3.026	0.007	down
F5	ECF309	inhibitor	0.142	-3.026	0.007	down
F5	XRD-0394	inhibitor	0.142	-3.026	0.007	down
F5	VULOLISIB	inhibitor	0.142	-3.026	0.007	down
F5	COMPOUND 5D [PMID: 31335136]	inhibitor	0.142	-3.026	0.007	down
F5	COMPOUND 11J [PMID: 23021994]	inhibitor	0.142	-3.026	0.007	down
F5	RIVAROXABAN	NA	0.126	-3.026	0.007	down
F5	EGANELISIB	inhibitor	0.113	-3.026	0.007	down
F5	OMIPALISIB	inhibitor	0.113	-3.026	0.007	down
F5	BIMIRALISIB	inhibitor	0.113	-3.026	0.007	down
F5	COMPOUND 41 [PMID: 31855425]	inhibitor	0.113	-3.026	0.007	down
F5	VS-5584	inhibitor	0.113	-3.026	0.007	down
F5	AZD7648	inhibitor	0.113	-3.026	0.007	down
F5	PIK-75	inhibitor	0.113	-3.026	0.007	down
F5	COMPOUND 15A [PMID: 32069401]	inhibitor	0.113	-3.026	0.007	down
F5	IZORLISIB	inhibitor	0.113	-3.026	0.007	down
F5	5-QUINOXALIN-6-YLMETHYLENE-THIAZOLIDINE-2,4-DIONE	inhibitor	0.113	-3.026	0.007	down
F5	ZANDELISIB	inhibitor	0.095	-3.026	0.007	down
F5	SERABELISIB	inhibitor	0.095	-3.026	0.007	down
F5	AZD8835	inhibitor	0.095	-3.026	0.007	down
F5	NEOLYMPHOSTIN A	inhibitor	0.095	-3.026	0.007	down
F5	DEZAPELISIB	inhibitor	0.095	-3.026	0.007	down
F5	AZD8186	inhibitor	0.081	-3.026	0.007	down
F5	DUVELISIB	inhibitor	0.081	-3.026	0.007	down
F5	COMPOUND 82 [PMID: 21332118]	inhibitor	0.081	-3.026	0.007	down
F5	ACALISIB	inhibitor	0.081	-3.026	0.007	down
F5	KU-0060648	inhibitor	0.081	-3.026	0.007	down
F5	NEMIRALISIB	inhibitor	0.081	-3.026	0.007	down
F5	TENALISIB	inhibitor	0.081	-3.026	0.007	down
F5	PI-103	inhibitor	0.081	-3.026	0.007	down
F5	SAR260301	inhibitor	0.071	-3.026	0.007	down
F5	WORTMANNIN	inhibitor	0.071	-3.026	0.007	down
F5	IDELALISIB	inhibitor	0.063	-3.026	0.007	down
F5	AZD6482	inhibitor	0.063	-3.026	0.007	down
F5	BGT-226	inhibitor	0.052	-3.026	0.007	down
F5	PAXALISIB	inhibitor	0.052	-3.026	0.007	down
F5	ZSTK474	inhibitor	0.052	-3.026	0.007	down
F5	PP-121	inhibitor	0.047	-3.026	0.007	down
F5	TASELISIB	inhibitor	0.038	-3.026	0.007	down
F5	SAMOTOLISIB	inhibitor	0.038	-3.026	0.007	down
F5	DS-7423	inhibitor	0.038	-3.026	0.007	down
F5	LY-294002	inhibitor	0.035	-3.026	0.007	down
F5	PANULISIB	inhibitor	0.035	-3.026	0.007	down
F5	TAMOXIFEN	NA	0.035	-3.026	0.007	down
F5	PF-04691502	inhibitor	0.033	-3.026	0.007	down
F5	COPANLISIB	inhibitor	0.026	-3.026	0.007	down
F5	SAPANISERTIB	inhibitor	0.025	-3.026	0.007	down
F5	THROMBIN	NA	0.024	-3.026	0.007	down
F5	BUPARLISIB	inhibitor	0.023	-3.026	0.007	down
F5	APITOLISIB	inhibitor	0.022	-3.026	0.007	down
F5	FIMEPINOSTAT	inhibitor	0.022	-3.026	0.007	down
F5	GEDATOLISIB	inhibitor	0.021	-3.026	0.007	down
F5	PICTILISIB	inhibitor	0.017	-3.026	0.007	down
F5	ALPELISIB	inhibitor	0.016	-3.026	0.007	down
F5	DACTOLISIB	inhibitor	0.012	-3.026	0.007	down
TNNI2	TIRASEMTIV	activator	8.701	-2.998	0.025	down
TNNI2	RELDESEMTIV	activator	8.701	-2.998	0.025	down
ACADM	[SAR1,GLY4,GLY8]ANG-II	inhibitor	1.684	-2.996	0.002	down
ACADM	ANGIOTENSIN IV	agonist	1.684	-2.996	0.002	down
ACADM	[SAR1,ILE8]ANG-II	inhibitor	1.684	-2.996	0.002	down
ACADM	[SAR1,ALA8]ANG-II	inhibitor	1.684	-2.996	0.002	down
ACADM	TRV026	agonist	1.684	-2.996	0.002	down
ACADM	L-163,101	agonist	1.684	-2.996	0.002	down
ACADM	EXP3174	inhibitor	1.684	-2.996	0.002	down
ACADM	[SAR1,ILE4,ILE8]ANG-II	inhibitor	1.684	-2.996	0.002	down
ACADM	TRV023	agonist	1.684	-2.996	0.002	down
ACADM	N,N`-BIS-ALKYL BUTYLIMMIDAZOLE 12B	inhibitor	1.684	-2.996	0.002	down
ACADM	5-BUTYL-METHYL IMMIDAZOLE CARBOXYLATE 30	inhibitor	1.684	-2.996	0.002	down
ACADM	LY303336	inhibitor	1.684	-2.996	0.002	down
ACADM	LY301875	inhibitor	1.684	-2.996	0.002	down
ACADM	AZILSARTAN MEDOXOMIL	inhibitor	0.842	-2.996	0.002	down
ACADM	TRV-120027	inhibitor	0.842	-2.996	0.002	down
ACADM	ANGIOTENSIN A	agonist	0.842	-2.996	0.002	down
ACADM	COMPOUND 1 [PMID: 28379944]	inhibitor	0.842	-2.996	0.002	down
ACADM	TASOSARTAN	inhibitor	0.842	-2.996	0.002	down
ACADM	EPROSARTAN	inhibitor	0.842	-2.996	0.002	down
ACADM	COMPOUND 2 [PMID: 28379944]	inhibitor	0.842	-2.996	0.002	down
ACADM	ANGIOTENSIN III	agonist	0.842	-2.996	0.002	down
ACADM	VALSARTAN	inhibitor	0.561	-2.996	0.002	down
ACADM	ANGIOTENSIN II	agonist	0.421	-2.996	0.002	down
ACADM	OLMESARTAN MEDOXOMIL	inhibitor	0.421	-2.996	0.002	down
ACADM	SPARSENTAN	inhibitor	0.337	-2.996	0.002	down
ACADM	IRBESARTAN	inhibitor	0.21	-2.996	0.002	down
ACADM	L-162,313	agonist	0.187	-2.996	0.002	down
ACADM	LOSARTAN POTASSIUM	inhibitor	0.153	-2.996	0.002	down
ACADM	TELMISARTAN	inhibitor	0.153	-2.996	0.002	down
ACADM	CANDESARTAN CILEXETIL	inhibitor	0.112	-2.996	0.002	down
ACADM	THERAPEUTIC HORMONE	NA	0.077	-2.996	0.002	down
GPT	ABL127	inhibitor	13.051	-2.951	0.028	down
GPT	GLUCAGON (RDNA)	NA	2.373	-2.951	0.028	down
GPT	PROTEASE INHIBITOR	NA	1.305	-2.951	0.028	down
GPT	ANHYDROUS TACROLIMUS	NA	0.932	-2.951	0.028	down
TNC	81C6 131I	binder	6.525	2.939	0.002	up
TNC	IODINE I 131 MONOCLONAL ANTIBODY 81C6	NA	6.525	2.939	0.002	up
TNC	OMBURTAMAB	NA	6.525	2.939	0.002	up
TNC	F16IL2	other/unknown	6.525	2.939	0.002	up
TNC	F16SIP 131I	binder	6.525	2.939	0.002	up
TNC	TENATUMOMAB	other/unknown	6.525	2.939	0.002	up
TNC	LEVOSIMENDAN	NA	0.932	2.939	0.002	up
TNC	GEMCITABINE	NA	0.071	2.939	0.002	up
ENO3	BARICITINIB	inhibitor	2.373	-2.925	0.042	down
ENO3	SB203580	inhibitor	0.9	-2.925	0.042	down
DCN	CM-352	inhibitor	3.729	-2.92	0.004	down
DCN	MMP13 TRACER  [18F]5J	inhibitor	2.486	-2.92	0.004	down
DCN	RECOMBINANT 70-KD HEAT-SHOCK PROTEIN	NA	1.492	-2.92	0.004	down
DCN	ASCORBIC ACID	NA	0.574	-2.92	0.004	down
DCN	MARIMASTAT	inhibitor	0.497	-2.92	0.004	down
DCN	RECOMBINANT INTERFERON	NA	0.382	-2.92	0.004	down
DCN	SIROLIMUS	NA	0.257	-2.92	0.004	down
ATP5PO	&KAPPA;M-CONOTOXIN RIIIK	blocker	17.401	-2.888	0.011	down
ATP5PO	MARGATOXIN	blocker	5.8	-2.888	0.011	down
ATP5PO	ANANDAMIDE	blocker	1.088	-2.888	0.011	down
NDUFA2	NV-128	inhibitor	0.348	-2.872	0.015	down
NDUFA2	ME-344	inhibitor	0.341	-2.872	0.015	down
NDUFA2	METFORMIN HYDROCHLORIDE	inhibitor	0.311	-2.872	0.015	down
ATP5F1A	RUTHENIUM RED	blocker	1.305	-2.85	0.009	down
ATP5F1A	MG2+	blocker|activator	0.803	-2.85	0.009	down
ATP5F1A	H+	activator	0.803	-2.85	0.009	down
ATP5F1A	2-APB	activator	0.653	-2.85	0.009	down
ATP5F1A	CA2+	blocker	0.261	-2.85	0.009	down
VDAC3	OLESOXIME	NA	13.051	-2.845	0.003	down
ISG15	IRINOTECAN HYDROCHLORIDE	inhibitor	0.829	2.844	0.002	up
CA3	ACETAZOLAMIDE	NA	1.864	-2.839	0.048	down
CA3	ISOTRETINOIN	NA	1.631	-2.839	0.048	down
CA3	SULTHIAME	inhibitor	1.088	-2.839	0.048	down
CA3	ETHOXZOLAMIDE	inhibitor	0.87	-2.839	0.048	down
NIPSNAP2	CLOFARABINE	inhibitor	0.687	-2.838	0.003	down
NIPSNAP2	HYDROXYUREA	inhibitor	0.621	-2.838	0.003	down
NIPSNAP2	FLUDARABINE	inhibitor	0.384	-2.838	0.003	down
NIPSNAP2	GEMCITABINE	inhibitor	0.142	-2.838	0.003	down
DPT	CHMFL-KIT-8140	inhibitor	0.949	-2.784	0.001	down
DPT	BRIQUILIMAB	antibody	0.949	-2.784	0.001	down
DPT	BEZUCLASTINIB	inhibitor	0.949	-2.784	0.001	down
DPT	BARZOLVOLIMAB	antibody	0.949	-2.784	0.001	down
DPT	LABUXTINIB	inhibitor	0.949	-2.784	0.001	down
DPT	STEM CELL FACTOR	agonist	0.949	-2.784	0.001	down
DPT	COMPOUND 7K [PMID: 23521020]	inhibitor	0.475	-2.784	0.001	down
DPT	ENRUPATINIB	inhibitor	0.475	-2.784	0.001	down
DPT	AKN-028	inhibitor	0.475	-2.784	0.001	down
DPT	ELENESTINIB	inhibitor	0.475	-2.784	0.001	down
DPT	HENATINIB	inhibitor	0.316	-2.784	0.001	down
DPT	KBP-7018	inhibitor	0.316	-2.784	0.001	down
DPT	CP-673451	inhibitor	0.316	-2.784	0.001	down
DPT	FAMITINIB	inhibitor	0.316	-2.784	0.001	down
DPT	RISVODETINIB	inhibitor	0.316	-2.784	0.001	down
DPT	FLUMBATINIB	inhibitor	0.316	-2.784	0.001	down
DPT	PLX5622	inhibitor	0.316	-2.784	0.001	down
DPT	SOTULETINIB	inhibitor	0.316	-2.784	0.001	down
DPT	VIMSELTINIB	inhibitor	0.237	-2.784	0.001	down
DPT	RIVOCERANIB	inhibitor	0.237	-2.784	0.001	down
DPT	M4205	inhibitor	0.237	-2.784	0.001	down
DPT	EDICOTINIB	inhibitor	0.237	-2.784	0.001	down
DPT	SU-11652	inhibitor	0.237	-2.784	0.001	down
DPT	BPR1R024	inhibitor	0.237	-2.784	0.001	down
DPT	KI-20227	inhibitor	0.237	-2.784	0.001	down
DPT	COMPOUND 6LI [CHAN ET AL., 2022]	inhibitor	0.237	-2.784	0.001	down
DPT	AC710	inhibitor	0.19	-2.784	0.001	down
DPT	AVAPRITINIB	inhibitor	0.19	-2.784	0.001	down
DPT	JNJ-28312141	inhibitor	0.19	-2.784	0.001	down
DPT	SU-14813	inhibitor	0.19	-2.784	0.001	down
DPT	OSI-930	inhibitor	0.19	-2.784	0.001	down
DPT	GTP-14564	inhibitor	0.19	-2.784	0.001	down
DPT	RIPRETINIB	inhibitor	0.19	-2.784	0.001	down
DPT	CHMFL-KIT-64	inhibitor	0.158	-2.784	0.001	down
DPT	IBCASERTIB	inhibitor	0.119	-2.784	0.001	down
DPT	COMPOUND 19A [PMID: 30503936]	inhibitor	0.119	-2.784	0.001	down
DPT	COMPOUND 8H [PMID: 22765894]	inhibitor	0.086	-2.784	0.001	down
DPT	COMPOUND 8I [PMID: 22765894]	inhibitor	0.079	-2.784	0.001	down
DPT	PEXIDARTINIB	inhibitor	0.068	-2.784	0.001	down
DPT	TANDUTINIB	inhibitor	0.068	-2.784	0.001	down
DPT	CRENOLANIB	inhibitor	0.063	-2.784	0.001	down
DPT	LUCITANIB	inhibitor	0.063	-2.784	0.001	down
DPT	SITRAVATINIB	inhibitor	0.059	-2.784	0.001	down
DPT	MASITINIB	inhibitor	0.056	-2.784	0.001	down
DPT	SEMAXANIB	inhibitor	0.056	-2.784	0.001	down
DPT	QUIZARTINIB	inhibitor	0.05	-2.784	0.001	down
DPT	AST-487	inhibitor	0.023	-2.784	0.001	down
DPT	SUNITINIB	inhibitor	0.02	-2.784	0.001	down
DPT	CEDIRANIB	inhibitor	0.017	-2.784	0.001	down
DPT	PAZOPANIB	inhibitor	0.017	-2.784	0.001	down
DPT	LINIFANIB	inhibitor	0.012	-2.784	0.001	down
DPT	RG-1530	inhibitor	0.01	-2.784	0.001	down
DPT	DOVITINIB	inhibitor	0.009	-2.784	0.001	down
DPT	SORAFENIB	inhibitor	0.008	-2.784	0.001	down
DPT	ILORASERTIB	inhibitor	0.008	-2.784	0.001	down
FABP3	ONVANSERTIB	inhibitor	4.35	-2.77	0.049	down
FABP3	BI-2536	inhibitor	3.729	-2.77	0.049	down
TTN	PROTEASE INHIBITOR	NA	5.22	-2.762	0.017	down
CKM	ADRIAMYCIN	NA	2.748	-2.739	0.038	down
CKM	SODIUM CHLORIDE	NA	1.864	-2.739	0.038	down
ACADVL	BETULINIC ACID	agonist	4.746	-2.715	0.002	down
ACADVL	COMPOUND 11D [PMID: 34406006]	agonist	4.746	-2.715	0.002	down
ACADVL	COMPOUND 77A [PMID: 37639383]	agonist	4.746	-2.715	0.002	down
ACADVL	COMPOUND 15 [PMID: 25411721]	agonist	4.746	-2.715	0.002	down
ACADVL	XYT528B	agonist	4.746	-2.715	0.002	down
ACADVL	INT-767	agonist	2.373	-2.715	0.002	down
ACADVL	DEOXYCHOLIC ACID	agonist	2.373	-2.715	0.002	down
ACADVL	OLEANOLIC ACID	agonist	0.949	-2.715	0.002	down
ACADVL	CHENODEOXYCHOLIC ACID	agonist	0.475	-2.715	0.002	down
ACADVL	CHOLIC ACID	agonist	0.395	-2.715	0.002	down
ACADVL	LITHOCHOLIC ACID	agonist	0.365	-2.715	0.002	down
ATP5F1D	METHOXYFLURANE	NA	0.949	-2.693	0	down
ATP5F1D	DESFLURANE	NA	0.696	-2.693	0	down
ATP5F1D	ENFLURANE	NA	0.674	-2.693	0	down
ATP5F1D	HALOTHANE	NA	0.58	-2.693	0	down
ATP5F1D	SEVOFLURANE	NA	0.564	-2.693	0	down
COL4A1	FD6	activator	13.051	2.658	0.002	up
COL4A1	NKY80	inhibitor	6.525	2.658	0.002	up
COL4A1	COLLAGENASE CLOSTRIDIUM HISTOLYTICUM	cleavage	0.466	2.658	0.002	up
COL4A1	OCRIPLASMIN	cleavage	0.343	2.658	0.002	up
ATP5ME	BL-1249	activator	3.729	-2.629	0.002	down
ATP5ME	GI‐530159	activator	3.729	-2.629	0.002	down
ATP5ME	LYSOPHOSPHATIDYLCHOLINE	activator	1.864	-2.629	0.002	down
ATP5ME	LINOLEIC ACID	activator	1.065	-2.629	0.002	down
